0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,-1.90735E-6,9.81
0.0,0.328616,9.8045
0.0,0.393693,9.8021
0.0,0.889929,9.76955
0.0,1.61379,9.67635
0.0,2.00248,9.60345
0.0,2.70344,9.43014
0.0,3.08319,9.31289
0.0,3.51278,9.1595
0.0,3.75412,9.06326
0.0,3.75412,9.06326
0.0,3.75412,9.06326
0.0,4.05493,8.93273
0.0,4.11482,8.9053
0.0,4.40242,8.76669
0.0,4.45365,8.74077
0.0,4.74341,8.58698
0.0,5.07145,8.39741
0.0,5.21477,8.30917
0.0,5.57503,8.07188
0.0,5.76617,7.93646
0.0,5.99943,7.76163
0.0,6.29791,7.52146
0.0,6.58708,7.26956
0.0,7.08684,6.78328
0.0,7.68047,6.10299
0.0,7.94272,5.75754
0.0,8.17526,5.42229
0.0,8.4343,5.00987
0.0,8.75777,4.42013
0.0,8.98797,3.93096
0.0,9.18849,3.43623
0.0,9.28334,3.17108
0.0,9.39841,2.81177
0.0,9.4969,2.45865
0.0,9.53895,2.2901
0.0,9.61005,1.97056
0.0,9.63975,1.81969
0.0,9.68922,1.53462
0.0,9.73477,1.21258
0.0,9.77301,0.851074
0.0,9.79974,0.448532
0.0,9.80277,0.376584
0.0,9.80983,0.0574951
0.0,9.80977,-0.0672145
0.0,9.8021,-0.393693
0.0,9.78433,-0.70918
0.0,9.74915,-1.09094
0.0,9.6995,-1.46825
0.0,9.68922,-1.53462
0.0,9.68922,-1.53462
0.0,9.68922,-1.53462
0.0,9.68922,-1.53462
0.0,9.68922,-1.53462
0.0,9.68922,-1.53462
0.0,9.68922,-1.53462
0.0,9.63225,-1.85899
0.0,9.61983,-1.92223
0.0,9.55189,-2.23552
0.0,9.53895,-2.2901
0.0,9.53895,-2.2901
0.0,9.53895,-2.2901
0.0,9.53895,-2.2901
0.0,9.53895,-2.2901
0.0,9.53895,-2.2901
0.0,9.53895,-2.2901
0.0,9.53895,-2.2901
0.0,9.53895,-2.2901
0.0,9.53895,-2.2901
0.0,9.53895,-2.2901
0.0,9.60783,-1.98135
0.0,9.61983,-1.92223
0.0,9.61983,-1.92223
0.0,9.61983,-1.92223
0.0,9.61983,-1.92223
